V200001,V202205 - POST: Most important problems facing the country - mention 1 [text],V202207 - POST: Most important problems facing the country - mention 2 [text],V202209 - POST: Most important problems facing the country - mention 3 [text],V202211 - POST: Most important problems facing the country - most important [text]
218771,"COVID-19, Employment, persistent poverty and nutrition, climate change",Racial and ethnic inequality and corresponding persistent poverty and nutrition gap,"Climate change and the impact on the economy (including more severe weather resulting in flooding, droughts, and raging forest fires leading to the destruction of homes and reduced agriculture production)","In the short term, COVID-19 (which kills ~1,000 a day or the equivalent of two 9-11s a week) and job losses that have resulted from it."
218801,Parties not being able to talk and not having an open mind,Covid,-9,Open dialog
218825,the media and news CNN NBC fox. NY TIMES elaborating news tocreat chaos,lack of conscious,very right wing democrats,-9
218856,Abortion!,"The view of the family, the status of religious liberty, the attack on the federal court system, the power involved in federalism (the 10th Amendment), the national debt/deficit, trade, education, higher institutions of learning",-9,"The murdering of babies in the womb.  If you believe life begins at conception than the idea that we murder 650,000 innocent people per year far outweighs anything else."
218870,"covid-19, economy",foreign affairs,envoronment,environment
218887,people ajusting together,counter peiductiveness ob planning,-9,change
218917,Covid has made an drastic impact on the lives and enonomy of the people.,Police Brutality against Black and Brown people.,-9,How to control the spread of COVID
218924,Climate change-many of the things that have affected me this year from the pandemic to fires are related to climate change,Racial inequality-discrimination continues to divide our country and contributes to income and wealth gaps between rich and poor,-9,climate change
218955,Division of Political Parties.  No Unison.,too many regulations,Home less people,lack of cooperation between political parties.
218979,The Covid-19 response.,Food & employment insecurity.,Environmental protection.,"Presently, covid-19, but food & job insecurities & environmental issues always."
218986,"Covid-19 is killing too many people.  I believe balancing recovery of the economy with lockdowns is important, but with cases increasing the way they are I believe more lockdowns may be needed, however unfortunate.","Police Brutality.  I don't believe defunding police is the answer, but its clear that implicit racism is synonymous with out policing system and something needs to change.",-9,Covid-19
218993,"Racism, the blatant shunning of people because of their color of skin.",-9,-1,-1
219019,"Having Trump as the President allowing him to do what ever he wants, not having any accountability for him as the president and his utter disregard and disrespects fir Americans and America","corruption in the government and disregard for truth, honesty, rules and regulationso",corruption in the government,Trump being president
219026,"Covid, political climate",-9,-1,-1
219033,the taxation of the wealthy ones is quite low compared to what they own,We need more funding for education.,Health insurance,Disparity in taxation
219040,"Economy, Covid 19, Safety of communities, environment, small businesses",Healthcare - We need affordable healthcare for all demographics but I do NOT think medicare for all is the answer.,-9,Economy
219057,"coronavirus, drug addiction",,,Coronavirus outbreak
219064,"Lack of Patriotism, political correctness overpowers common sense, early onset of socialism ([REDACTED DETAILS]), everyone has rights and no one has responsibilities, the laws are not respected, bureaucracy and corruption - social services that do not provide help to those who need help, trying to save the world while own house is on fire.....I can go on...",-9,-1,-1
219071,"Voter fraud, Politico unrest,",Race relations  and hate for Goverment,-9,Race
219095,jobs lost due to COVID,COVID is surging again and the vaccine won't be ready until after next year,-9,The economy
219101,covid 19 people Are dying in the world,-9,-1,-1
219118,Covid is the biggest problem,-9,-1,-1
219125,"Asking misleading questions.  I cannot answer your journalist question or science question the way I want too.  It is too general. Journalism is supposed to be truthful & rechecked for facts before going to print. Journalism is trash today.  I can't call it journalism.  Science is opposite - The Bible verses Darwinism & Evolution.  Deceit, Control, agendas, unholy alliances, The Hammer being used against the American people to attempt to steal an election.","Unconstitutional mandates, Illuminati, Free Masonry, Bilderberg Group, Bohemian Grove - the owl & druids & taping & blackmail, Adrenochrome - kidnapping & murdering of children to look younger, China releasing Corona to take down business stealing our freedoms & making us like Venezuela & China, fires being started in California intentionally with the spraying of the planes so they won't go out, giants & tunnels, the Pope & pedophilia.  Now this is common knowledge, Bill Gates & him on tape speaking about reducing the world population by 15 percent through Planned Parenthood & vaccines & tracing.  It used to be hidden.  Lots of people now know about this stuff.","Perhaps control of the internet.  Anyone who is telling the truth, the site disappears, but now before it is passed on and read by many, many people.","Attempted takeover by corrupt people in high places with an agenda.  It is too late for them.  Justice is here.  They are exposed.  ""Time is up for those who are corrupt."""
