name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,34,316,2,12,2,-1,moral issues// abortion issues and gay right issues// no,military and foreign affairs handling iraq and afganistan// no,61,64,68,96,,,,,2,3,7,13,96,,,,the economy   no,the military the current war and the conflict with iraq and afganistan// no,50,96,,,,,,,50,,,,,,,,2,3,4,7,96,,,,7,4,3,2,,,,,2,1,6,3e66af26-3386-11e3-a3e4-88532e617cea
,,59,317,1,17,1,1,i would say the economy// i think national security and rethinking the govt role.// no,human rights// education// no,5,49,50,96,97,,,,21,37,96,,,,,,to much government   no,govt international intervention// no,49,96,,,,,,,49,,,,,,,,13,96,,,,,,,13,,,,,,,,3,-1,4,3e66da78-3386-11e3-a3e4-88532e617cea
,,41,318,2,12,2,-1,i didn't really have one.,social security// education// terrorism//no,95,,,,,,,,5,21,29,96,,,,,the economy   terrorism and education   no,unemployment// the enviornment,5,21,50,96,,,,,50,5,21,,,,,,18,27,,,,,,,27,18,,,,,,,1,5,1,3e670688-3386-11e3-a3e4-88532e617cea
,,44,320,1,12,1,5,"i haven't thought about it, i guess nothing really",i don't really have one.,95,97,,,,,,,95,,,,,,,,budget   foreign affairs with the military   crime and drugs   equality   no,i don't think so that pretty much covers it,7,13,31,33,38,71,96,,38,13,7,31,33,71,,,96,,,,,,,,,,,,,,,,3,-1,2,3e675980-3386-11e3-a3e4-88532e617cea
,,44,321,2,12,2,-1,the economy// and the gas// no,"the education// the are taking alot away from the school, the kids are the future, if you take that away that's the children, they are building more prisons, the want half to fail and not succeed//.no",16,50,96,,,,,,21,67,71,96,,,,,"the war   i am trying to figure out why they started the war, they say it is for terrorist  if they say it is they have not caught all of them, i think all of these wars are unnecessary sometimes, it is sometimes bad for our nation   no","the budget// if they  stop spending money unnecssary we would not be in the problems that we are in, they should spend money on our countries not other countries",4,5,7,,,,,,4,5,7,,,,,,8,38,46,,,,,,38,46,8,,,,,,1,5,1,3e678892-3386-11e3-a3e4-88532e617cea
,,18,323,2,12,2,1,i would say taxes // no,help for the middle class,40,96,,,,,,,30,,,,,,,,not sure,not sure,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,4,3e67ebb6-3386-11e3-a3e4-88532e617cea
,,45,324,2,16,2,5,presidential race,roe verses wade-abortion rights,49,,,,,,,,61,,,,,,,,economy,wars,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3e68144c-3386-11e3-a3e4-88532e617cea
,,45,325,1,15,1,5,nuclear issue,ecomonic issues,7,,,,,,,,50,,,,,,,,foreign policy dealing with russia putin,global warming issue,13,,,,,,,,13,,,,,,,,17,,,,,,,,17,,,,,,,,3,-1,2,3e684462-3386-11e3-a3e4-88532e617cea
,,44,326,2,12,2,-1,school districts,social security,21,,,,,,,,29,,,,,,,,work ethnic,the wars,71,,,,,,,,71,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3e6873d8-3386-11e3-a3e4-88532e617cea
,,23,327,2,15,2,5,economy,health care,50,,,,,,,,24,,,,,,,,economic crisis,by particanship,50,,,,,,,,50,,,,,,,,47,,,,,,,,47,,,,,,,,4,-1,2,3e689da4-3386-11e3-a3e4-88532e617cea
,,33,328,2,17,2,-1,economy,health care,50,,,,,,,,24,,,,,,,,american imperialism throughout the world,consentration of power amoung those who have more capital,13,,,,,,,,13,,,,,,,,45,,,,,,,,45,,,,,,,,1,1,0,3e68cf5e-3386-11e3-a3e4-88532e617cea
,,87,329,1,12,1,-1,if i signed the election paper correctly,that it is all over with,71,,,,,,,,71,,,,,,,,can't answer that,jobs,96,,,,,,,,,,,,,,,,27,,,,,,,,27,,,,,,,,-9,-1,-1,3e6907e4-3386-11e3-a3e4-88532e617cea
,,32,330,1,17,1,-1,gay marriage in california,economy,68,,,,,,,,50,,,,,,,,war in iraq,our status in the world,3,,,,,,,,3,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3e6931b0-3386-11e3-a3e4-88532e617cea
,,59,331,1,17,1,-1,getting a democrat into the office of president,getting a democrat into the presidents office,48,49,,,,,,,48,,,,,,,,economy back on tract,geting jobs for americans,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3e695aa0-3386-11e3-a3e4-88532e617cea
,,55,333,1,14,1,1,economics,national security,50,,,,,,,,5,,,,,,,,nationalsecurity,enconimics,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3e69b306-3386-11e3-a3e4-88532e617cea
,,38,334,1,12,1,-1,size of government,taxes,39,,,,,,,,40,,,,,,,,economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,2,5,5,3e69ddea-3386-11e3-a3e4-88532e617cea
,,62,335,1,17,1,1,economy,enviroment,50,,,,,,,,18,,,,,,,,self interests,politians voting party line not the right thing to do..just party line voteing,71,,,,,,,,71,,,,,,,,48,49,,,,,,,48,49,,,,,,,4,-1,4,3e6a0626-3386-11e3-a3e4-88532e617cea
,,37,336,2,16,2,-1,health care,marriage rights for same sex couples,24,,,,,,,,68,,,,,,,,state of the economy,war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,2,5,5,3e6a2f70-3386-11e3-a3e4-88532e617cea
,,57,337,1,16,1,-1,economy,war,50,,,,,,,,4,,,,,,,,economy,wars,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3e6a5888-3386-11e3-a3e4-88532e617cea
,,60,338,2,16,2,-1,economy,prop 8,50,,,,,,,,68,,,,,,,,economy,foreign relations,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,2,1,6,3e6a801a-3386-11e3-a3e4-88532e617cea
,,45,339,1,13,1,-1,gun controll,health care,35,,,,,,,,24,,,,,,,,government  spend too much money  budget is a big problem,health care,38,46,49,,,,,,49,46,38,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3e6aaba8-3386-11e3-a3e4-88532e617cea
,,34,340,2,13,2,3,prop 8,getting rid of republicans-changing government,68,,,,,,,,48,49,,,,,,,economy,foreign affairs-reputation,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,3,3e6ad768-3386-11e3-a3e4-88532e617cea
,,46,341,1,16,1,-1,redistribution of wealth,socialization of health care,55,,,,,,,,24,,,,,,,,debt,coruption in government,38,,,,,,,,38,,,,,,,,43,,,,,,,,43,,,,,,,,2,5,5,3e6afcd4-3386-11e3-a3e4-88532e617cea
,,52,342,2,16,2,-1,economy,health care,50,,,,,,,,24,,,,,,,,economy,education,50,,,,,,,,50,,,,,,,,21,,,,,,,,21,,,,,,,,2,5,5,3e6b2204-3386-11e3-a3e4-88532e617cea
,,31,343,1,16,1,-1,the economy,the war,50,,,,,,,,4,,,,,,,,the economy,housing market,50,,,,,,,,50,,,,,,,,28,,,,,,,,28,,,,,,,,1,1,0,3e6b4770-3386-11e3-a3e4-88532e617cea
,,80,344,1,16,1,5,economy,wars,50,,,,,,,,4,,,,,,,,public debt,economy,38,,,,,,,,38,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3e6b6da4-3386-11e3-a3e4-88532e617cea
,,67,345,2,14,2,-1,that the people who get elected really care about the people in the country.,hope the country survives it's problems and keeps moving forward.,49,,,,,,,,71,,,,,,,,getting our good name back in the eyes of the world.,keeping the country strong against our enemies.,13,,,,,,,,13,,,,,,,,7,,,,,,,,7,,,,,,,,2,1,6,3e6b955e-3386-11e3-a3e4-88532e617cea
,,71,346,1,14,1,-1,immigration,irag,41,,,,,,,,3,,,,,,,,non partisan  politics   meaning the parties re so far apart nothing gets done,the economy,47,,,,,,,,47,,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3e6bbf0c-3386-11e3-a3e4-88532e617cea
,,58,347,2,12,2,-1,getting george bush out of office,getting dick cheney out of office,48,,,,,,,,48,,,,,,,,the way we treat the middle east  ,how the rest of the world sees us,2,,,,,,,,2,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3e6bec0c-3386-11e3-a3e4-88532e617cea
,,57,348,1,12,1,-1,<dk>,<dk>,95,,,,,,,,95,,,,,,,,economy,military funding,50,,,,,,,,50,,,,,,,,1,,,,,,,,1,,,,,,,,2,1,6,3e6c15d8-3386-11e3-a3e4-88532e617cea
,,29,349,2,12,2,5,getting barack obama elected president,california prop 8 overturned gay marriage in the state//not pleased at all// still working on getting gay rights reinstated//no,48,,,,,,,,68,96,97,,,,,,"the way that we run our government, capitalism  ",equal rights across the board  civil rights but not just in the human community but all aspects of the land// there should not be private ownership of the land  this is completely disrespectful and we are living in a slave driven government//no,49,,,,,,,,49,,,,,,,,37,71,96,,,,,,37,71,,,,,,,3,-1,2,3e6c3d7e-3386-11e3-a3e4-88532e617cea
,,18,350,1,12,1,-1,economy,stance in the world//getting some respect back//war in iraq,50,,,,,,,,3,13,,,,,,,economy,economy,50,,,,,,,,50,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e6c68bc-3386-11e3-a3e4-88532e617cea
,,-9,351,2,-9,2,-1,electing a presendent,dont know,49,,,,,,,,95,,,,,,,,donotknow  budget,budget cutting,38,95,,,,,,,38,,,,,,,,38,,,,,,,,38,,,,,,,,1,5,1,3e6c931e-3386-11e3-a3e4-88532e617cea
,,56,352,2,16,2,-1,health care,womens rights,24,,,,,,,,37,,,,,,,,involvement overseas,economy,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e6cbf7e-3386-11e3-a3e4-88532e617cea
,,32,353,2,14,2,-1,immigration,economy,41,,,,,,,,50,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3e6cec24-3386-11e3-a3e4-88532e617cea
,,55,354,2,12,2,-1,health care,economy,24,,,,,,,,50,,,,,,,,economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,2,1,6,3e6d1726-3386-11e3-a3e4-88532e617cea
,,30,355,2,17,2,5,health care,wars,24,,,,,,,,4,,,,,,,,foreign affairs,getting different parties to work together,13,,,,,,,,13,,,,,,,,47,,,,,,,,47,,,,,,,,4,-1,2,3e6d40de-3386-11e3-a3e4-88532e617cea
,,65,356,2,12,2,-1,economy,war in iraq,50,,,,,,,,3,,,,,,,,corruption,being civil americans,71,,,,,,,,71,,,,,,,,71,,,,,,,,71,,,,,,,,1,5,1,3e6d6960-3386-11e3-a3e4-88532e617cea
,,35,357,1,17,1,1,economy,health care,50,,,,,,,,24,,,,,,,,economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,4,3e6d9016-3386-11e3-a3e4-88532e617cea
,,-9,358,1,11,1,5,refuse to answer//no,refuse to answer//no,96,,,,,,,,96,,,,,,,,war,immigrants,4,,,,,,,,4,,,,,,,,41,,,,,,,,41,,,,,,,,5,-1,2,3e6db596-3386-11e3-a3e4-88532e617cea
,,38,359,1,14,1,1,economy,war,50,,,,,,,,4,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3e6dddbe-3386-11e3-a3e4-88532e617cea
,,67,360,1,17,1,-1,economy,war in iraq,50,,,,,,,,3,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e6e030c-3386-11e3-a3e4-88532e617cea
,,33,361,2,13,2,3,good person for president,don't know,48,,,,,,,,95,,,,,,,,economy,insurance,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,3,3e6e29b8-3386-11e3-a3e4-88532e617cea
,,42,362,2,17,2,1,size of government,jobs,39,,,,,,,,27,,,,,,,,economy,iraq war,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,4,3e6e5078-3386-11e3-a3e4-88532e617cea
,,41,363,2,14,2,5,who is going to help middle class working people,war,30,,,,,,,,4,,,,,,,,war,health care,4,,,,,,,,4,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3e6e7800-3386-11e3-a3e4-88532e617cea
,,34,364,1,14,1,-1,taxes,iraq war,40,,,,,,,,3,,,,,,,,distribution of wealth,iraq,52,,,,,,,,52,,,,,,,,3,,,,,,,,3,,,,,,,,1,5,1,3e6e9e34-3386-11e3-a3e4-88532e617cea
,,56,365,1,14,1,-1,who won,economy,49,,,,,,,,50,,,,,,,,economy,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,5,5,3e6ec440-3386-11e3-a3e4-88532e617cea
,,34,366,2,14,2,-1,economy,military,50,,,,,,,,7,,,,,,,,military,jobs,7,,,,,,,,7,,,,,,,,27,,,,,,,,27,,,,,,,,2,1,6,3e6ee81c-3386-11e3-a3e4-88532e617cea
,,23,367,1,12,1,5,war in iraq,"enviromental, drilling in the u.s.",3,,,,,,,,18,,,,,,,,how out of control lobbing is,finding a balance between the two political parties,49,,,,,,,,49,,,,,,,,47,,,,,,,,47,,,,,,,,3,-1,2,3e6f0d10-3386-11e3-a3e4-88532e617cea
,,50,368,2,13,2,3,abortion,war,61,,,,,,,,4,,,,,,,,"mother theresa  if can't take of smallest, helpless people in the world can't take care of the rest of the country",morality,71,,,,,,,,71,,,,,,,,64,,,,,,,,64,,,,,,,,3,-1,3,3e6f3574-3386-11e3-a3e4-88532e617cea
,,31,369,1,12,1,-1,health care,strong economy,24,,,,,,,,50,,,,,,,,war in iraq,economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e6f719c-3386-11e3-a3e4-88532e617cea
,,20,370,1,14,1,1,illegal immigration,abortion,41,,,,,,,,61,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,4,3e6fa0c2-3386-11e3-a3e4-88532e617cea
,,67,371,1,12,1,1,immigration,amount of time the candidate holds office,41,,,,,,,,49,,,,,,,,war in iraq,jobs lost,3,,,,,,,,3,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,4,3e6fcc96-3386-11e3-a3e4-88532e617cea
,,28,373,2,14,2,-1,economy,war in iraq,50,,,,,,,,3,,,,,,,,the war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3e7020d8-3386-11e3-a3e4-88532e617cea
,,28,374,2,11,2,3,economy,immigration,50,,,,,,,,41,,,,,,,,the war in iraq,the economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,3,3e704a40-3386-11e3-a3e4-88532e617cea
,,60,375,1,15,1,1,national security,economy,5,,,,,,,,50,,,,,,,,the integrity of the president elect,the government spending,48,,,,,,,,48,,,,,,,,46,,,,,,,,46,,,,,,,,3,-1,4,3e70733a-3386-11e3-a3e4-88532e617cea
,,54,376,1,11,1,-1,illegal immigrants,obamas view on abortion,41,,,,,,,,48,61,,,,,,,"socialsecurity  ""  "" when i get to that point there will be none",the war in iraq,29,,,,,,,,29,,,,,,,,3,,,,,,,,3,,,,,,,,2,5,5,3e709f2c-3386-11e3-a3e4-88532e617cea
,,74,377,2,17,2,-1,economy,security for the u.s.,50,,,,,,,,5,,,,,,,,terrorism,the economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e70ce52-3386-11e3-a3e4-88532e617cea
,,62,378,2,12,2,-1,economy,"military, war",50,,,,,,,,4,7,,,,,,,terrorists,the military,5,,,,,,,,5,,,,,,,,7,,,,,,,,7,,,,,,,,1,5,1,3e70fbb6-3386-11e3-a3e4-88532e617cea
,,48,379,2,12,2,-1,helping out the middle class people,economy,30,,,,,,,,50,,,,,,,,terrorist,economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3e712384-3386-11e3-a3e4-88532e617cea
,,53,380,2,11,2,5,financial issue,health,50,,,,,,,,24,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3e714b20-3386-11e3-a3e4-88532e617cea
,,57,381,1,12,1,1,change,getting the economy back on track,71,,,,,,,,50,,,,,,,,economy,recession,50,,,,,,,,50,,,,,,,,53,,,,,,,,53,,,,,,,,3,-1,4,3e71726c-3386-11e3-a3e4-88532e617cea
,,50,382,1,12,1,-1,didn;t want a socialist agenda,future supreme court appointees,71,,,,,,,,37,,,,,,,,constitutional interpretation,"war on terrorism ""//"" it;s unwinnable because you are fighting religious fanitics and unwilling to do what it takes to stop them. no.",37,,,,,,,,37,,,,,,,,5,7,96,,,,,,5,7,,,,,,,2,5,5,3e719c74-3386-11e3-a3e4-88532e617cea
,,23,383,1,15,1,-1,foreign policy,vice presidential canididate,13,,,,,,,,48,,,,,,,,economy,the war in iraq,50,,,,,,,,50,,,,,,,,3,,,,,,,,3,,,,,,,,1,5,1,3e71bdb2-3386-11e3-a3e4-88532e617cea
,,40,386,1,12,1,5,immigration,economy,41,,,,,,,,50,,,,,,,,budget,war in iraq,38,,,,,,,,38,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,2,3e721bf4-3386-11e3-a3e4-88532e617cea
,,61,387,2,0,2,3,the americans,<dk>,71,,,,,,,,95,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,-8,-1,3,3e723c9c-3386-11e3-a3e4-88532e617cea
,,51,388,2,10,2,-1,medicare,world hunger,23,,,,,,,,26,,,,,,,,greed,"their tempers, the state and the senates and the president",71,,,,,,,,71,,,,,,,,48,49,,,,,,,49,48,,,,,,,1,5,1,3e725d30-3386-11e3-a3e4-88532e617cea
,,-9,389,2,14,2,1,who wins the presidency,who wins as president,49,,,,,,,,49,,,,,,,,"everything is left ""  ' their ideologies so there is no way to balance anything",the immigreation problem,71,,,,,,,,71,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3e727e14-3386-11e3-a3e4-88532e617cea
,,39,390,2,14,2,-1,<dk>,<dk>,95,,,,,,,,95,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3e72a394-3386-11e3-a3e4-88532e617cea
,,24,391,2,11,2,-1,who became president,who became vice president,49,,,,,,,,49,,,,,,,,economy,"money problems, ""//"" where the funding is going no.",50,,,,,,,,50,,,,,,,,38,50,,,,,,,50,38,,,,,,,1,5,1,3e72c59a-3386-11e3-a3e4-88532e617cea
,,44,392,1,12,1,-1,"""//"" economy",the war in iraq,50,,,,,,,,3,,,,,,,,economy,the war again,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3e72e66a-3386-11e3-a3e4-88532e617cea
,,58,393,1,9,1,-1,"wanted a change""//""we need to have a better life than we have now and hope for the best, once they get into office they say they will do this and that and when they get in there they forget about us. no",hoping obama would get elected,49,71,96,,,,,,48,49,97,,,,,,"iraq ""  "" bring the boys back home. ""  "" i don't think we had to go over there in thr first place. no","cant' walk the streets at night""//"" i got robbed at [redacted time] coming back from the liquor store.in front of my apt.",3,7,96,,,,,,3,7,,,,,,,31,97,,,,,,,31,,,,,,,,1,5,1,3e7307b2-3386-11e3-a3e4-88532e617cea
,,56,394,2,17,2,5,the mortgage crisis,unemployment,28,,,,,,,,27,,,,,,,,the war in iraq,economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3e7332c8-3386-11e3-a3e4-88532e617cea
,,71,395,2,16,2,-1,hopful for the future,that we have someone that will listen to both sides and made intelligent concious choices,71,,,,,,,,71,,,,,,,,economy,political standing in the world,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3e735ac8-3386-11e3-a3e4-88532e617cea
,,56,396,-4,17,-4,3,health care for elderly,budget,24,,,,,,,,38,,,,,,,,dealing with other countries,deficit,13,,,,,,,,13,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,3,3e738034-3386-11e3-a3e4-88532e617cea
,,49,398,1,12,1,-1,economy,gas prices,50,,,,,,,,15,,,,,,,,  pass  no,//dk//no,96,,,,,,,,,,,,,,,,95,96,,,,,,,,,,,,,,,2,1,6,3e73cdb4-3386-11e3-a3e4-88532e617cea
,,38,399,2,16,2,-1,war,economy,4,,,,,,,,50,,,,,,,,economy,foreign relations,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3e73f3d4-3386-11e3-a3e4-88532e617cea
,,27,400,1,16,1,-1,efconomy,health care,50,,,,,,,,24,,,,,,,,economy,foreign affairs,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,5,1,3e74194a-3386-11e3-a3e4-88532e617cea
,,28,401,2,16,2,3,money management,responsibility in sense of money or making sacrifices or investments in renewable resources or just sucking it up and we have to make sacrifices to make xyz rather than bailing things out and dealing with the consequences instead of running away from them,30,,,,,,,,14,55,71,,,,,,we are greedy individuals,live like americans and if whole world did we would be in trouble; out lifestyle ultimately drives everything else; in the sense of our things,71,,,,,,,,71,,,,,,,,71,,,,,,,,71,,,,,,,,3,-1,3,3e7440a0-3386-11e3-a3e4-88532e617cea
,,69,402,2,13,2,-1,economy,immigration,50,,,,,,,,41,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3e7467a6-3386-11e3-a3e4-88532e617cea
,,84,403,2,11,2,5,//watch president//no,who won,49,96,,,,,,,49,,,,,,,,money business,pres bush,55,,,,,,,,55,,,,,,,,48,,,,,,,,48,,,,,,,,5,-1,2,3e748e7a-3386-11e3-a3e4-88532e617cea
,,43,404,1,13,1,3,none//no,none//no,95,96,,,,,,,95,96,,,,,,,people losing jobs,people losing homes,27,,,,,,,,27,,,,,,,,28,,,,,,,,28,,,,,,,,5,-1,3,3e74b440-3386-11e3-a3e4-88532e617cea
,,49,405,1,16,1,-1,economy,war iraq,50,,,,,,,,3,,,,,,,,dead lock in congress,lobbying,48,,,,,,,,48,,,,,,,,49,,,,,,,,49,,,,,,,,1,1,0,3e74d984-3386-11e3-a3e4-88532e617cea
,,51,406,1,16,1,1,war,southern boarder,4,,,,,,,,41,,,,,,,,corruption,economy,71,,,,,,,,71,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3e74ff7c-3386-11e3-a3e4-88532e617cea
,,19,407,1,12,1,5,war,economy,4,,,,,,,,50,,,,,,,,economy,everything overseas,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,3,-1,2,3e7523f8-3386-11e3-a3e4-88532e617cea
,,56,408,2,16,2,1,moral values,antiterrorism,64,,,,,,,,5,,,,,,,,too many government programs,illigeal immigrants,49,,,,,,,,49,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3e754bee-3386-11e3-a3e4-88532e617cea
,,45,409,1,15,1,3,economy,economy,50,,,,,,,,50,,,,,,,,partisanship,personal agendas,47,,,,,,,,47,,,,,,,,71,,,,,,,,71,,,,,,,,5,-1,3,3e757236-3386-11e3-a3e4-88532e617cea
,,58,410,1,14,1,5,health care,retirement,24,,,,,,,,30,,,,,,,,war,budget,4,,,,,,,,4,,,,,,,,38,,,,,,,,38,,,,,,,,3,-1,2,3e7596da-3386-11e3-a3e4-88532e617cea
,,45,411,1,16,1,5,military presence overseas,economic situation in u.s.,7,,,,,,,,50,,,,,,,,economy,war overseas,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,3,-1,2,3e75bd04-3386-11e3-a3e4-88532e617cea
,,24,412,2,17,2,5,war,poverty,4,,,,,,,,26,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,5,-1,2,3e75e360-3386-11e3-a3e4-88532e617cea
,,39,413,2,17,2,-1,doing something with economy to relief pinch on middle class,education and spedning for schools,30,50,,,,,,,20,21,,,,,,,terrorism,economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3e760bce-3386-11e3-a3e4-88532e617cea
,,22,414,2,12,2,-1,taxes//highering and lower of the taxes,the war in iraq,40,,,,,,,,3,,,,,,,,the war in iraq,health care,3,,,,,,,,3,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3e763388-3386-11e3-a3e4-88532e617cea
,,38,415,2,15,2,1,slavery for white people//i jsut worry that obama will go back to the 1800s and turn all the white people into slaves,the economy,32,48,,,,,,,50,,,,,,,,taxes,the war in iraq,40,,,,,,,,40,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,4,3e765c5a-3386-11e3-a3e4-88532e617cea
,,20,416,2,12,2,5,immigration,the economy,41,,,,,,,,50,,,,,,,,the economy,imigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,2,3e7687ac-3386-11e3-a3e4-88532e617cea
,,23,417,2,12,2,5,"that we get out of this crisis we're having, dk what it's called","equal pay, like working you know, like, a minimum wage, maybe a little bit higher or something",71,97,,,,,,,27,30,71,,,,,,donotknow  donotknow,"for peeople to find job, i guess",95,,,,,,,,,,,,,,,,27,97,,,,,,,27,,,,,,,,3,-1,2,3e76af5c-3386-11e3-a3e4-88532e617cea
,,44,418,1,12,1,5,the economy,health care,50,,,,,,,,24,,,,,,,,jobs,the economy,27,,,,,,,,27,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3e76d59a-3386-11e3-a3e4-88532e617cea
,,29,420,2,15,2,-1,abortion,immigration,61,,,,,,,,41,,,,,,,,the war in iraq,the economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3e7726c6-3386-11e3-a3e4-88532e617cea
,,58,421,2,14,2,5,the economy,the abortion issue,50,,,,,,,,61,,,,,,,,the economy,the threat of terrorism continues to be,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3e775038-3386-11e3-a3e4-88532e617cea
